assetName,lat,long,businessCategory,riskRating,riskFactors,year
Wiley Ltd,46.23899,-63.13414,Healthcare,0.49,"{""Sea level rise"": 0.49}",2040
"Mcknight, Beasley and Stewart",45.40008,-73.58248,Finance,0.43,"{""Flooding"": 0.43}",2070
Obrien-Oneill,50.26729,-119.27337,Finance,0.84,"{""Tornado"": 0.14, ""Extreme heat"": 0.07, ""Wildfire"": 0.21, ""Flooding"": 0.16, ""Extreme cold"": 0.26}",2050
Jimenez-Gallegos,45.44868,-73.81669,Energy,0.1,"{""Flooding"": 0.1}",2050
"Hooper, Evans and Merritt",49.88307,-119.48568,Manufacturing,0.71,"{""Drought"": 0.33, ""Earthquake"": 0.37, ""Sea level rise"": 0.01}",2050
"Higgins, Brown and Vaughn",45.40008,-73.58248,Retail,0.77,"{""Earthquake"": 0.049999999999999996, ""Flooding"": 0.06, ""Volcano"": 0.07, ""Hurricane"": 0.06, ""Tornado"": 0.13, ""Sea level rise"": 0.12, ""Extreme cold"": 0.03, ""Drought"": 0.06, ""Extreme heat"": 0.06, ""Wildfire"": 0.13}",2060
Miller-Norris,45.43341,-73.86586,Retail,0.64,"{""Extreme heat"": 0.05, ""Drought"": 0.08, ""Volcano"": 0.05, ""Extreme cold"": 0.0, ""Wildfire"": 0.08, ""Earthquake"": 0.1, ""Hurricane"": 0.11, ""Tornado"": 0.08, ""Flooding"": 0.07, ""Sea level rise"": 0.02}",2070
Gross PLC,45.4473,-73.75335,Energy,0.1,"{""Hurricane"": -0.01, ""Wildfire"": 0.01, ""Extreme cold"": 0.02, ""Volcano"": 0.02, ""Extreme heat"": 0.04, ""Drought"": 0.02}",2070
"Hooper, Evans and Merritt",46.23899,-63.13414,Technology,0.85,"{""Extreme cold"": 0.24, ""Earthquake"": 0.26, ""Flooding"": 0.23, ""Wildfire"": 0.12}",2060
Gross PLC,43.86682,-79.2663,Technology,0.27,"{""Extreme cold"": 0.02, ""Hurricane"": 0.06, ""Sea level rise"": 0.05, ""Wildfire"": 0.06, ""Extreme heat"": 0.01, ""Flooding"": 0.07, ""Volcano"": 0.0}",2060
Patel-Brooks,45.44868,-73.81669,Energy,0.57,"{""Extreme cold"": 0.2, ""Wildfire"": 0.21, ""Volcano"": 0.01, ""Flooding"": 0.07, ""Tornado"": 0.08}",2070
Acevedo-Kennedy,43.86682,-79.2663,Technology,0.77,"{""Sea level rise"": 0.09, ""Drought"": 0.23, ""Earthquake"": 0.07, ""Extreme cold"": 0.08, ""Wildfire"": 0.3}",2040
"Mejia, Roberts and Gay",46.1351,-60.1831,Technology,0.86,"{""Extreme cold"": 0.16, ""Tornado"": 0.07, ""Drought"": 0.09, ""Extreme heat"": 0.03, ""Volcano"": 0.15, ""Earthquake"": 0.14, ""Hurricane"": 0.03, ""Flooding"": 0.01, ""Sea level rise"": 0.18}",2070
Kemp-Anderson,46.1351,-60.1831,Finance,0.9,"{""Flooding"": 0.07, ""Tornado"": 0.02, ""Extreme cold"": 0.11, ""Sea level rise"": 0.11, ""Extreme heat"": 0.09, ""Volcano"": 0.07, ""Drought"": 0.14, ""Earthquake"": 0.13, ""Wildfire"": 0.06, ""Hurricane"": 0.1}",2030
Flynn-Anderson,42.8334,-80.38297,Energy,0.27,"{""Sea level rise"": 0.02, ""Extreme heat"": 0.08, ""Flooding"": 0.05, ""Volcano"": 0.06, ""Earthquake"": 0.06}",2030
Martin-Jenkins,45.4473,-73.75335,Retail,0.79,"{""Drought"": 0.31, ""Earthquake"": 0.3, ""Tornado"": 0.18}",2040
Good-Lewis,45.43341,-73.86586,Retail,0.69,"{""Volcano"": 0.37, ""Hurricane"": 0.11, ""Extreme heat"": 0.21}",2060
Norton-Spencer,49.88307,-119.48568,Energy,0.07,"{""Drought"": 0.0, ""Hurricane"": 0.0, ""Flooding"": 0.02, ""Extreme heat"": 0.01, ""Tornado"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.01}",2040
Martin-Jenkins,46.23899,-63.13414,Healthcare,0.22,"{""Sea level rise"": 0.04, ""Hurricane"": 0.03, ""Drought"": 0.03, ""Tornado"": 0.02, ""Volcano"": 0.0, ""Extreme cold"": 0.02, ""Earthquake"": 0.02, ""Wildfire"": 0.03, ""Flooding"": 0.0, ""Extreme heat"": 0.03}",2070
"Washington, Rogers and Morrison",45.40008,-73.58248,Retail,0.43,"{""Hurricane"": 0.05, ""Volcano"": 0.04, ""Earthquake"": 0.01, ""Sea level rise"": 0.05, ""Wildfire"": 0.04, ""Extreme cold"": 0.06, ""Tornado"": 0.06, ""Drought"": 0.07, ""Flooding"": 0.05}",2070
"Patel, Norris and Jackson",46.1351,-60.1831,Energy,0.44,"{""Drought"": 0.07, ""Tornado"": 0.07, ""Sea level rise"": 0.05, ""Flooding"": 0.05, ""Earthquake"": 0.05, ""Extreme cold"": 0.09, ""Volcano"": 0.06}",2050
"Wagner, Curry and Pearson",45.4473,-73.75335,Healthcare,0.55,"{""Hurricane"": 0.02, ""Extreme heat"": 0.18, ""Volcano"": 0.01, ""Drought"": 0.08, ""Tornado"": 0.15, ""Sea level rise"": 0.11}",2060
"Rodriguez, Roberts and Fuller",42.8334,-80.38297,Manufacturing,0.21,"{""Tornado"": 0.03, ""Extreme heat"": 0.18}",2030
"Washington, Rogers and Morrison",45.4473,-73.75335,Finance,0.24,"{""Drought"": 0.11, ""Tornado"": 0.09, ""Flooding"": 0.04}",2030
Vega-Huffman,42.8334,-80.38297,Retail,0.97,"{""Drought"": 0.42, ""Earthquake"": 0.55}",2030
Foster-Flores,45.40008,-73.58248,Manufacturing,0.44,"{""Flooding"": 0.04, ""Volcano"": 0.03, ""Earthquake"": 0.23, ""Wildfire"": 0.11, ""Hurricane"": 0.03}",2050
Vega-Huffman,49.88307,-119.48568,Technology,0.23,"{""Hurricane"": 0.03, ""Extreme heat"": 0.07, ""Extreme cold"": 0.09, ""Drought"": 0.04}",2040
Wilkerson-Miranda,53.51684,-113.3187,Retail,0.52,"{""Flooding"": 0.21000000000000002, ""Sea level rise"": 0.16, ""Earthquake"": 0.03, ""Extreme heat"": 0.12}",2050
Campos and Sons,43.86682,-79.2663,Energy,0.83,"{""Flooding"": 0.06, ""Tornado"": 0.11, ""Wildfire"": 0.16, ""Extreme heat"": 0.09, ""Drought"": 0.0, ""Earthquake"": 0.12, ""Extreme cold"": 0.03, ""Sea level rise"": 0.19, ""Hurricane"": 0.07}",2070
Patel-Brooks,49.88307,-119.48568,Finance,0.12,"{""Flooding"": 0.12}",2040
"Taylor, Mitchell and Ward",45.44868,-73.81669,Finance,0.49,"{""Wildfire"": 0.24, ""Hurricane"": 0.25}",2070
"Hooper, Evans and Merritt",46.23899,-63.13414,Retail,0.98,"{""Flooding"": 0.55, ""Drought"": 0.14, ""Tornado"": 0.29}",2060
Torres-Sanchez,49.88307,-119.48568,Technology,0.72,"{""Extreme cold"": 0.34, ""Wildfire"": 0.25, ""Drought"": 0.13}",2070
Gross PLC,46.23899,-63.13414,Manufacturing,0.7,"{""Sea level rise"": 0.12, ""Hurricane"": 0.11, ""Tornado"": 0.1, ""Extreme heat"": 0.09, ""Volcano"": 0.1, ""Earthquake"": 0.18}",2040
Alvarez Inc,49.88307,-119.48568,Technology,0.77,"{""Wildfire"": 0.32, ""Volcano"": 0.33, ""Earthquake"": 0.12}",2070
Skinner-Rojas,45.40008,-73.58248,Energy,0.01,"{""Flooding"": 0.01, ""Drought"": 0.0, ""Sea level rise"": 0.0, ""Extreme cold"": 0.0, ""Extreme heat"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Volcano"": 0.0, ""Earthquake"": 0.0}",2060
Cook-Burns,53.51684,-113.3187,Energy,0.8,"{""Volcano"": 0.16, ""Hurricane"": 0.1, ""Flooding"": 0.08, ""Wildfire"": 0.05, ""Extreme heat"": 0.07, ""Drought"": 0.07, ""Sea level rise"": 0.01, ""Tornado"": 0.05, ""Earthquake"": 0.15, ""Extreme cold"": 0.06}",2040
"Harrison, Meza and Rios",46.1351,-60.1831,Retail,0.27,"{""Drought"": 0.0, ""Volcano"": 0.06, ""Flooding"": 0.04, ""Tornado"": 0.05, ""Earthquake"": 0.05, ""Hurricane"": 0.07}",2050
Reid-Sherman,45.43341,-73.86586,Retail,0.36,"{""Hurricane"": 0.36}",2050
Skinner-Rojas,46.1351,-60.1831,Manufacturing,0.13,"{""Wildfire"": 0.0, ""Hurricane"": 0.02, ""Sea level rise"": 0.02, ""Tornado"": 0.03, ""Extreme cold"": 0.02, ""Flooding"": 0.02, ""Volcano"": 0.02, ""Earthquake"": 0.0}",2070
"Mcpherson, Simmons and Simpson",46.23899,-63.13414,Finance,0.45,"{""Tornado"": 0.45}",2050
"Taylor, Mitchell and Ward",45.4473,-73.75335,Technology,0.4,"{""Extreme heat"": 0.02, ""Wildfire"": 0.07, ""Drought"": 0.03, ""Tornado"": 0.05, ""Volcano"": 0.06, ""Earthquake"": 0.06, ""Sea level rise"": 0.08, ""Flooding"": 0.03}",2030
"Landry, Molina and Green",45.43341,-73.86586,Technology,0.67,"{""Extreme heat"": 0.08, ""Flooding"": 0.15, ""Earthquake"": 0.11, ""Sea level rise"": 0.12, ""Drought"": 0.11, ""Volcano"": 0.08, ""Extreme cold"": 0.02}",2050
"Washington, Rogers and Morrison",45.4473,-73.75335,Retail,0.24,"{""Drought"": 0.03, ""Wildfire"": 0.05, ""Sea level rise"": 0.02, ""Earthquake"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.03, ""Tornado"": 0.06, ""Hurricane"": 0.02}",2040
Zuniga Inc,45.44868,-73.81669,Energy,0.25,"{""Sea level rise"": 0.05, ""Volcano"": 0.05, ""Extreme heat"": 0.05, ""Extreme cold"": 0.06, ""Drought"": 0.04}",2060
"Mejia, Roberts and Gay",50.26729,-119.27337,Retail,0.92,"{""Hurricane"": 0.09, ""Volcano"": 0.32, ""Earthquake"": 0.04, ""Sea level rise"": 0.47}",2050
"Mcpherson, Simmons and Simpson",45.4473,-73.75335,Retail,0.7,"{""Earthquake"": 0.31, ""Tornado"": 0.26, ""Sea level rise"": 0.04, ""Hurricane"": 0.09}",2040
Vega-Huffman,50.26729,-119.27337,Energy,0.51,"{""Drought"": 0.01, ""Earthquake"": 0.04, ""Flooding"": 0.04, ""Sea level rise"": 0.25, ""Volcano"": 0.13, ""Extreme heat"": 0.04}",2060
Cook-Burns,45.44868,-73.81669,Energy,0.97,"{""Extreme cold"": 0.97}",2030
Flynn-Anderson,50.26729,-119.27337,Retail,0.19,"{""Earthquake"": 0.0, ""Drought"": 0.04, ""Wildfire"": 0.04, ""Sea level rise"": 0.03, ""Hurricane"": 0.04, ""Extreme cold"": 0.02, ""Flooding"": 0.02}",2060
"Patel, Norris and Jackson",45.43341,-73.86586,Technology,0.94,"{""Earthquake"": 0.24, ""Tornado"": 0.23, ""Wildfire"": 0.21, ""Volcano"": 0.14, ""Hurricane"": 0.12}",2040
Skinner-Rojas,46.1351,-60.1831,Healthcare,0.97,"{""Wildfire"": 0.97}",2040
Cook-Burns,43.86682,-79.2663,Healthcare,0.23,"{""Earthquake"": 0.04, ""Hurricane"": 0.02, ""Drought"": 0.02, ""Sea level rise"": 0.03, ""Tornado"": 0.02, ""Flooding"": 0.02, ""Extreme heat"": 0.01, ""Volcano"": 0.02, ""Wildfire"": 0.03, ""Extreme cold"": 0.02}",2050
Norton-Spencer,42.8334,-80.38297,Technology,0.65,"{""Wildfire"": 0.07, ""Hurricane"": 0.09, ""Earthquake"": 0.14, ""Extreme cold"": 0.01, ""Volcano"": 0.05, ""Tornado"": 0.11, ""Sea level rise"": 0.11, ""Drought"": 0.07}",2050
Sullivan-Curtis,53.51684,-113.3187,Manufacturing,0.49,"{""Volcano"": 0.019999999999999997, ""Extreme cold"": 0.07, ""Extreme heat"": 0.04, ""Hurricane"": 0.05, ""Tornado"": 0.08, ""Drought"": 0.06, ""Wildfire"": 0.07, ""Flooding"": 0.02, ""Earthquake"": 0.03, ""Sea level rise"": 0.05}",2040
"Hall, Meadows and Anderson",45.44868,-73.81669,Technology,0.89,"{""Extreme heat"": 0.09999999999999999, ""Tornado"": 0.09, ""Volcano"": 0.1, ""Sea level rise"": 0.04, ""Flooding"": 0.13, ""Extreme cold"": 0.15, ""Earthquake"": 0.05, ""Drought"": 0.09, ""Wildfire"": 0.06, ""Hurricane"": 0.08}",2050
"Kelley, Barnes and Hutchinson",49.88307,-119.48568,Healthcare,0.63,"{""Flooding"": 0.08, ""Volcano"": 0.16, ""Hurricane"": 0.1, ""Extreme cold"": 0.14, ""Tornado"": 0.07, ""Sea level rise"": 0.08}",2040
Acevedo-Kennedy,45.4473,-73.75335,Finance,0.46,"{""Extreme heat"": 0.09, ""Sea level rise"": 0.08, ""Extreme cold"": 0.0, ""Flooding"": 0.1, ""Drought"": 0.1, ""Tornado"": 0.03, ""Hurricane"": 0.06}",2060
Anderson Group,45.4473,-73.75335,Retail,0.57,"{""Tornado"": 0.060000000000000005, ""Wildfire"": 0.03, ""Flooding"": 0.08, ""Drought"": 0.03, ""Extreme heat"": 0.07, ""Earthquake"": 0.03, ""Hurricane"": 0.07, ""Extreme cold"": 0.08, ""Sea level rise"": 0.05, ""Volcano"": 0.07}",2070
Gray-Evans,43.86682,-79.2663,Technology,0.98,"{""Volcano"": 0.98}",2040
"Mejia, Roberts and Gay",43.86682,-79.2663,Finance,0.4,"{""Drought"": 0.02, ""Tornado"": 0.12, ""Hurricane"": 0.16, ""Wildfire"": 0.09, ""Extreme heat"": 0.0, ""Earthquake"": 0.01}",2050
Foster-Flores,43.86682,-79.2663,Manufacturing,0.27,"{""Earthquake"": 0.04, ""Hurricane"": 0.0, ""Sea level rise"": 0.05, ""Wildfire"": 0.02, ""Volcano"": 0.01, ""Tornado"": 0.05, ""Extreme heat"": 0.02, ""Extreme cold"": 0.03, ""Flooding"": 0.03, ""Drought"": 0.02}",2060
Reid-Sherman,49.88307,-119.48568,Finance,0.72,"{""Sea level rise"": 0.38, ""Earthquake"": 0.34}",2040
Campos and Sons,45.43341,-73.86586,Technology,0.04,"{""Flooding"": 0.03, ""Hurricane"": 0.01}",2050
Thomas-Chavez,45.40008,-73.58248,Energy,0.66,"{""Flooding"": 0.12, ""Sea level rise"": 0.02, ""Earthquake"": 0.02, ""Drought"": 0.04, ""Tornado"": 0.12, ""Extreme heat"": 0.02, ""Volcano"": 0.16, ""Hurricane"": 0.15, ""Wildfire"": 0.01}",2030
Reid-Sherman,42.8334,-80.38297,Energy,0.67,"{""Wildfire"": 0.14, ""Hurricane"": 0.53}",2050
Smith-Woods,45.40008,-73.58248,Energy,0.91,"{""Extreme cold"": 0.19, ""Wildfire"": 0.72}",2040
Waller Ltd,50.26729,-119.27337,Energy,0.22,"{""Wildfire"": 0.03, ""Drought"": 0.02, ""Hurricane"": 0.04, ""Extreme cold"": 0.03, ""Earthquake"": 0.04, ""Flooding"": 0.06}",2030
Reid-Sherman,49.88307,-119.48568,Technology,0.35,"{""Extreme cold"": 0.04, ""Flooding"": 0.09, ""Earthquake"": 0.06, ""Wildfire"": 0.04, ""Extreme heat"": 0.02, ""Sea level rise"": 0.1}",2040
"Marks, Garrett and Cummings",45.43341,-73.86586,Manufacturing,0.36,"{""Earthquake"": 0.09, ""Tornado"": 0.27}",2040
Sullivan-Curtis,53.51684,-113.3187,Technology,0.81,"{""Extreme cold"": 0.81}",2040
Johnson and Sons,46.1351,-60.1831,Retail,0.39,"{""Drought"": 0.07, ""Sea level rise"": 0.04, ""Flooding"": 0.09, ""Extreme heat"": 0.08, ""Volcano"": 0.09, ""Tornado"": 0.02}",2040
Park and Sons,50.26729,-119.27337,Finance,0.1,"{""Earthquake"": 0.01, ""Sea level rise"": 0.01, ""Flooding"": 0.02, ""Wildfire"": 0.02, ""Drought"": 0.02, ""Volcano"": 0.0, ""Extreme heat"": 0.01, ""Extreme cold"": 0.01}",2040
"Fox, Daniel and Coleman",46.1351,-60.1831,Energy,0.29,"{""Wildfire"": 0.1, ""Tornado"": 0.12, ""Volcano"": 0.07}",2050
"Washington, Rogers and Morrison",45.44868,-73.81669,Manufacturing,0.4,"{""Wildfire"": 0.060000000000000005, ""Flooding"": 0.12, ""Extreme heat"": 0.09, ""Earthquake"": 0.13}",2030
Ware PLC,43.86682,-79.2663,Manufacturing,0.31,"{""Wildfire"": 0.1, ""Earthquake"": 0.08, ""Extreme heat"": 0.02, ""Drought"": 0.03, ""Extreme cold"": 0.08}",2060
Horne and Sons,49.88307,-119.48568,Finance,0.2,"{""Hurricane"": 0.01, ""Extreme heat"": 0.01, ""Earthquake"": 0.18}",2030
Foster-Flores,45.43341,-73.86586,Energy,0.4,"{""Flooding"": 0.4}",2040
Perez-Robertson,45.40008,-73.58248,Retail,0.41,"{""Extreme heat"": 0.19, ""Drought"": 0.17, ""Sea level rise"": 0.05}",2030
Rivera Inc,49.88307,-119.48568,Technology,0.86,"{""Volcano"": 0.2, ""Drought"": 0.13, ""Hurricane"": 0.04, ""Tornado"": 0.19, ""Flooding"": 0.12, ""Extreme cold"": 0.18}",2070
"Bender, Warren and Sanchez",50.26729,-119.27337,Healthcare,0.32,"{""Extreme heat"": 0.05, ""Extreme cold"": 0.02, ""Earthquake"": 0.05, ""Sea level rise"": 0.04, ""Volcano"": 0.06, ""Drought"": 0.05, ""Flooding"": 0.0, ""Tornado"": 0.05, ""Wildfire"": 0.0}",2060
Horne and Sons,43.86682,-79.2663,Energy,0.6,"{""Drought"": 0.1, ""Flooding"": 0.5}",2070
Anderson Group,42.8334,-80.38297,Technology,0.93,"{""Flooding"": 0.08, ""Sea level rise"": 0.11, ""Extreme heat"": 0.21, ""Wildfire"": 0.16, ""Volcano"": 0.17, ""Earthquake"": 0.04, ""Drought"": 0.06, ""Extreme cold"": 0.1}",2030
Stewart PLC,46.23899,-63.13414,Energy,0.25,"{""Flooding"": 0.06, ""Sea level rise"": 0.03, ""Tornado"": 0.05, ""Earthquake"": 0.01, ""Drought"": 0.03, ""Extreme cold"": 0.03, ""Wildfire"": 0.01, ""Extreme heat"": 0.03}",2050
"Taylor, Mitchell and Ward",45.4473,-73.75335,Finance,0.88,"{""Hurricane"": 0.02, ""Volcano"": 0.09, ""Flooding"": 0.02, ""Wildfire"": 0.15, ""Tornado"": 0.05, ""Sea level rise"": 0.12, ""Extreme cold"": 0.2, ""Extreme heat"": 0.05, ""Earthquake"": 0.1, ""Drought"": 0.08}",2070
Smith-Woods,49.88307,-119.48568,Healthcare,0.11,"{""Wildfire"": 0.11}",2040
Torres-Sanchez,42.8334,-80.38297,Finance,0.6,"{""Extreme heat"": 0.41, ""Volcano"": 0.15, ""Wildfire"": 0.04}",2060
Alvarez Inc,42.8334,-80.38297,Energy,0.08,"{""Hurricane"": 0.05, ""Drought"": 0.03}",2050
Skinner-Rojas,50.26729,-119.27337,Manufacturing,0.34,"{""Extreme cold"": 0.08, ""Volcano"": 0.02, ""Drought"": 0.07, ""Hurricane"": 0.01, ""Extreme heat"": 0.03, ""Earthquake"": 0.03, ""Flooding"": 0.06, ""Tornado"": 0.02, ""Wildfire"": 0.02}",2030
Wiley Ltd,45.4473,-73.75335,Finance,0.79,"{""Flooding"": 0.45, ""Sea level rise"": 0.03, ""Tornado"": 0.31}",2070
"Higgins, Brown and Vaughn",53.51684,-113.3187,Manufacturing,0.69,"{""Sea level rise"": 0.060000000000000005, ""Drought"": 0.04, ""Flooding"": 0.11, ""Tornado"": 0.08, ""Earthquake"": 0.05, ""Extreme cold"": 0.08, ""Wildfire"": 0.1, ""Hurricane"": 0.17}",2070
"Harrison, Meza and Rios",42.8334,-80.38297,Retail,0.15,"{""Volcano"": 0.07, ""Drought"": 0.08}",2070
"Higgins, Brown and Vaughn",45.4473,-73.75335,Technology,0.87,"{""Flooding"": 0.26, ""Volcano"": 0.61}",2040
"Marks, Garrett and Cummings",43.86682,-79.2663,Healthcare,0.84,"{""Drought"": 0.02, ""Volcano"": 0.04, ""Earthquake"": 0.04, ""Extreme cold"": 0.2, ""Hurricane"": 0.17, ""Extreme heat"": 0.19, ""Wildfire"": 0.03, ""Tornado"": 0.15}",2050
Alvarez Inc,46.1351,-60.1831,Healthcare,0.85,"{""Drought"": 0.04, ""Extreme cold"": 0.25, ""Flooding"": 0.27, ""Tornado"": 0.12, ""Wildfire"": 0.17}",2030
"Hall, Meadows and Anderson",49.88307,-119.48568,Energy,0.14,"{""Drought"": 0.01, ""Extreme heat"": 0.03, ""Earthquake"": 0.03, ""Sea level rise"": 0.0, ""Hurricane"": 0.03, ""Volcano"": 0.03, ""Tornado"": 0.0, ""Flooding"": 0.01}",2040
"Kelley, Barnes and Hutchinson",43.86682,-79.2663,Finance,0.29,"{""Earthquake"": 0.019999999999999997, ""Drought"": 0.05, ""Wildfire"": 0.05, ""Hurricane"": 0.04, ""Extreme heat"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.02, ""Extreme cold"": 0.06, ""Flooding"": 0.01, ""Sea level rise"": 0.01}",2070
"Davis, Allen and Rivera",45.43341,-73.86586,Technology,0.51,"{""Flooding"": 0.04, ""Tornado"": 0.07, ""Earthquake"": 0.04, ""Extreme cold"": 0.13, ""Wildfire"": 0.09, ""Drought"": 0.14}",2070
Thomas-Chavez,45.43341,-73.86586,Manufacturing,0.31,"{""Drought"": 0.1, ""Sea level rise"": 0.09, ""Hurricane"": 0.08, ""Extreme heat"": 0.04}",2070
Jimenez-Gallegos,53.51684,-113.3187,Manufacturing,0.49,"{""Extreme heat"": 0.02, ""Hurricane"": 0.47}",2030
Norton-Spencer,45.44868,-73.81669,Energy,0.11,"{""Tornado"": 0.04, ""Earthquake"": 0.04, ""Wildfire"": 0.03}",2040
Vega-Huffman,42.8334,-80.38297,Energy,0.05,"{""Earthquake"": 0.01, ""Hurricane"": 0.02, ""Volcano"": 0.01, ""Drought"": 0.01}",2060
Reid-Sherman,46.23899,-63.13414,Retail,0.45,"{""Volcano"": 0.09, ""Extreme heat"": 0.11, ""Hurricane"": 0.05, ""Sea level rise"": 0.05, ""Flooding"": 0.04, ""Drought"": 0.07, ""Wildfire"": 0.04}",2030
Williams Group,42.8334,-80.38297,Finance,0.12,"{""Extreme heat"": 0.01, ""Hurricane"": 0.02, ""Wildfire"": 0.02, ""Tornado"": 0.02, ""Flooding"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.0, ""Drought"": 0.02, ""Sea level rise"": 0.01}",2060
"Watson, Evans and Smith",42.8334,-80.38297,Healthcare,0.99,"{""Earthquake"": 0.19, ""Wildfire"": 0.12, ""Extreme cold"": 0.07, ""Volcano"": 0.07, ""Tornado"": 0.17, ""Sea level rise"": 0.02, ""Extreme heat"": 0.1, ""Flooding"": 0.04, ""Drought"": 0.15, ""Hurricane"": 0.06}",2070
"Fox, Daniel and Coleman",43.86682,-79.2663,Manufacturing,0.47,"{""Extreme cold"": 0.47}",2040
"Washington, Rogers and Morrison",45.40008,-73.58248,Healthcare,0.19,"{""Earthquake"": 0.0, ""Extreme heat"": 0.07, ""Hurricane"": 0.05, ""Flooding"": 0.01, ""Wildfire"": 0.06}",2050
"Taylor, Mitchell and Ward",45.44868,-73.81669,Finance,0.87,"{""Tornado"": 0.09000000000000001, ""Extreme cold"": 0.62, ""Drought"": 0.07, ""Hurricane"": 0.09}",2040
Flynn-Anderson,46.23899,-63.13414,Healthcare,0.59,"{""Sea level rise"": 0.3, ""Earthquake"": 0.29}",2070
"Taylor, Mitchell and Ward",53.51684,-113.3187,Finance,0.03,"{""Flooding"": 0.03}",2040
"Taylor, Mitchell and Ward",53.51684,-113.3187,Healthcare,0.04,"{""Extreme cold"": 0.02, ""Earthquake"": 0.02}",2040
"Kelley, Barnes and Hutchinson",45.43341,-73.86586,Technology,0.41,"{""Tornado"": 0.41}",2060
Willis-Newman,42.8334,-80.38297,Finance,0.62,"{""Extreme heat"": 0.13, ""Earthquake"": 0.14, ""Wildfire"": 0.05, ""Extreme cold"": 0.05, ""Flooding"": 0.16, ""Volcano"": 0.09}",2070
Smith-Woods,49.88307,-119.48568,Technology,0.1,"{""Extreme heat"": 0.02, ""Sea level rise"": 0.01, ""Volcano"": 0.01, ""Extreme cold"": 0.0, ""Wildfire"": 0.01, ""Flooding"": 0.02, ""Drought"": 0.0, ""Hurricane"": 0.01, ""Tornado"": 0.02, ""Earthquake"": 0.0}",2070
Smith-Woods,53.51684,-113.3187,Finance,0.25,"{""Wildfire"": 0.12000000000000001, ""Tornado"": 0.12, ""Earthquake"": 0.01}",2060
Ware PLC,45.40008,-73.58248,Finance,0.44,"{""Volcano"": 0.25, ""Extreme cold"": 0.19}",2060
"Walker, Hogan and Mendez",49.88307,-119.48568,Healthcare,0.35,"{""Wildfire"": 0.05, ""Sea level rise"": 0.05, ""Flooding"": 0.05, ""Earthquake"": 0.01, ""Drought"": 0.06, ""Volcano"": 0.07, ""Extreme heat"": 0.02, ""Tornado"": 0.04}",2050
Miller-Norris,45.44868,-73.81669,Manufacturing,0.82,"{""Earthquake"": 0.19, ""Extreme cold"": 0.03, ""Volcano"": 0.05, ""Tornado"": 0.11, ""Hurricane"": 0.01, ""Drought"": 0.01, ""Sea level rise"": 0.06, ""Extreme heat"": 0.12, ""Wildfire"": 0.24}",2040
Good-Lewis,53.51684,-113.3187,Finance,0.62,"{""Extreme cold"": 0.019999999999999997, ""Sea level rise"": 0.07, ""Earthquake"": 0.09, ""Wildfire"": 0.06, ""Hurricane"": 0.04, ""Drought"": 0.09, ""Flooding"": 0.08, ""Extreme heat"": 0.01, ""Volcano"": 0.16}",2070
"Walker, Hogan and Mendez",45.40008,-73.58248,Technology,0.6,"{""Earthquake"": 0.12, ""Wildfire"": 0.07, ""Extreme heat"": 0.04, ""Flooding"": 0.11, ""Drought"": 0.05, ""Tornado"": 0.04, ""Hurricane"": 0.02, ""Sea level rise"": 0.12, ""Volcano"": 0.03}",2030
Kemp-Anderson,46.23899,-63.13414,Energy,0.9,"{""Tornado"": 0.21, ""Drought"": 0.14, ""Extreme heat"": 0.18, ""Flooding"": 0.14, ""Volcano"": 0.23}",2030
"Walker, Hogan and Mendez",53.51684,-113.3187,Healthcare,0.38,"{""Drought"": 0.02, ""Hurricane"": 0.18, ""Extreme cold"": 0.02, ""Volcano"": 0.01, ""Tornado"": 0.09, ""Extreme heat"": 0.06}",2030
Kemp-Anderson,53.51684,-113.3187,Technology,0.25,"{""Volcano"": 0.25}",2030
"Mcknight, Beasley and Stewart",45.43341,-73.86586,Finance,0.23,"{""Earthquake"": 0.06, ""Wildfire"": 0.06, ""Volcano"": 0.04, ""Flooding"": 0.02, ""Extreme heat"": 0.05}",2030
Ware PLC,49.88307,-119.48568,Retail,0.38,"{""Earthquake"": 0.02, ""Volcano"": 0.03, ""Drought"": 0.07, ""Extreme heat"": 0.06, ""Extreme cold"": 0.07, ""Tornado"": 0.06, ""Wildfire"": 0.07}",2030
Pittman PLC,53.51684,-113.3187,Retail,0.36,"{""Tornado"": 0.03, ""Sea level rise"": 0.11, ""Flooding"": 0.03, ""Volcano"": 0.09, ""Wildfire"": 0.05, ""Drought"": 0.01, ""Extreme cold"": 0.04}",2050
Stewart PLC,53.51684,-113.3187,Finance,0.05,"{""Extreme heat"": 0.05}",2070
Guzman Ltd,46.23899,-63.13414,Manufacturing,0.66,"{""Flooding"": 0.02, ""Drought"": 0.09, ""Sea level rise"": 0.07, ""Volcano"": 0.04, ""Extreme cold"": 0.09, ""Earthquake"": 0.08, ""Extreme heat"": 0.06, ""Wildfire"": 0.11, ""Tornado"": 0.1}",2060
